match_id,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,total_runs,wickets_fallen,is_wicket,venue,date,target
1,1,2,5,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Jos Buttler,Kagiso Rabada,0,0,26,1,0,M. Chinnaswamy Stadium,2023-04-12,
1,1,2,6,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,KL Rahul,Rashid Khan,0,0,26,2,1,M. Chinnaswamy Stadium,2023-04-27,
1,1,3,1,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Jos Buttler,Kagiso Rabada,0,0,26,2,0,M. Chinnaswamy Stadium,2023-05-02,
1,1,3,2,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,KL Rahul,Shardul Thakur,0,0,26,2,0,M. Chinnaswamy Stadium,2023-05-22,
1,1,3,3,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Virat Kohli,Ravindra Jadeja,4,0,30,2,0,M. Chinnaswamy Stadium,2023-05-23,
1,1,3,4,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Shubman Gill,Shardul Thakur,3,0,33,2,0,M. Chinnaswamy Stadium,2023-04-19,
1,1,3,5,Rajasthan Royals,Kolkata Knight Riders,Shikhar Dhawan,Rishabh Pant,Trent Boult,0,0,33,2,0,M. Chinnaswamy Stadium,2023-04-13,
1,1,3,6,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Ruturaj Gaikwad,Rashid Khan,1,1,35,2,0,M. Chinnaswamy Stadium,2023-05-02,
1,1,4,1,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Devon Conway,Shardul Thakur,1,0,36,2,0,M. Chinnaswamy Stadium,2023-05-20,
1,1,4,2,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Jos Buttler,Trent Boult,4,0,40,2,0,M. Chinnaswamy Stadium,2023-05-01,
1,1,4,3,Rajasthan Royals,Kolkata Knight Riders,Jos Buttler,KL Rahul,Trent Boult,0,0,40,2,0,M. Chinnaswamy Stadium,2023-05-08,
1,1,4,4,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Devon Conway,Kagiso Rabada,1,0,41,2,0,M. Chinnaswamy Stadium,2023-04-27,
1,1,4,5,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Virat Kohli,Arshdeep Singh,1,0,42,2,0,M. Chinnaswamy Stadium,2023-05-12,
1,1,4,6,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Faf du Plessis,Jasprit Bumrah,0,0,42,2,0,M. Chinnaswamy Stadium,2023-04-17,
1,1,5,1,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Virat Kohli,Rashid Khan,6,0,48,2,0,M. Chinnaswamy Stadium,2023-05-02,
1,1,5,2,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Shikhar Dhawan,Trent Boult,1,0,49,2,0,M. Chinnaswamy Stadium,2023-04-24,
1,1,5,3,Rajasthan Royals,Kolkata Knight Riders,Shikhar Dhawan,Rohit Sharma,Kuldeep Yadav,0,0,49,2,0,M. Chinnaswamy Stadium,2023-05-11,
1,1,5,4,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,Hardik Pandya,Rashid Khan,4,0,53,2,0,M. Chinnaswamy Stadium,2023-05-27,
1,1,5,5,Rajasthan Royals,Kolkata Knight Riders,Shikhar Dhawan,Suryakumar Yadav,Yuzvendra Chahal,0,0,53,2,0,M. Chinnaswamy Stadium,2023-04-01,
1,1,5,6,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,Devon Conway,Pat Cummins,1,0,54,2,0,M. Chinnaswamy Stadium,2023-04-18,
1,1,6,1,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Shubman Gill,Pat Cummins,5,0,59,2,0,M. Chinnaswamy Stadium,2023-05-17,
1,1,6,2,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Ruturaj Gaikwad,Trent Boult,0,0,59,2,0,M. Chinnaswamy Stadium,2023-04-09,
1,1,6,3,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Hardik Pandya,Kagiso Rabada,1,0,60,2,0,M. Chinnaswamy Stadium,2023-04-24,
1,1,6,4,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Shikhar Dhawan,Rashid Khan,4,0,64,2,0,M. Chinnaswamy Stadium,2023-05-25,
1,1,6,5,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Rohit Sharma,Kuldeep Yadav,0,0,64,3,1,M. Chinnaswamy Stadium,2023-04-16,
1,1,6,6,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Shikhar Dhawan,Kagiso Rabada,6,0,70,3,0,M. Chinnaswamy Stadium,2023-05-08,
1,1,7,1,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Ruturaj Gaikwad,Rashid Khan,4,0,74,3,0,M. Chinnaswamy Stadium,2023-05-23,
1,1,7,2,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Hardik Pandya,Kagiso Rabada,0,1,75,3,0,M. Chinnaswamy Stadium,2023-04-27,
1,1,7,3,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Rishabh Pant,Shardul Thakur,3,0,78,3,0,M. Chinnaswamy Stadium,2023-04-16,
1,1,7,4,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Devon Conway,Shardul Thakur,0,0,78,4,1,M. Chinnaswamy Stadium,2023-05-14,
1,1,7,5,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Virat Kohli,Ravindra Jadeja,4,0,82,4,0,M. Chinnaswamy Stadium,2023-04-03,
1,1,7,6,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Virat Kohli,Rashid Khan,6,0,88,4,0,M. Chinnaswamy Stadium,2023-05-18,
1,1,8,1,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Faf du Plessis,Mohammed Shami,1,0,89,4,0,M. Chinnaswamy Stadium,2023-05-15,
1,1,8,2,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Shubman Gill,Jasprit Bumrah,6,0,95,4,0,M. Chinnaswamy Stadium,2023-05-01,
1,1,8,3,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Suryakumar Yadav,Arshdeep Singh,0,0,95,4,0,M. Chinnaswamy Stadium,2023-04-18,
1,1,8,4,Rajasthan Royals,Kolkata Knight Riders,Jos Buttler,Shikhar Dhawan,Yuzvendra Chahal,4,0,99,4,0,M. Chinnaswamy Stadium,2023-04-08,
1,1,8,5,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Devon Conway,Mohammed Shami,2,0,101,4,0,M. Chinnaswamy Stadium,2023-05-23,
1,1,8,6,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Shubman Gill,Arshdeep Singh,2,0,103,4,0,M. Chinnaswamy Stadium,2023-05-17,
1,1,9,1,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Rishabh Pant,Jasprit Bumrah,0,0,103,4,0,M. Chinnaswamy Stadium,2023-05-21,
1,1,9,2,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Shikhar Dhawan,Rashid Khan,0,0,103,4,0,M. Chinnaswamy Stadium,2023-04-08,
1,1,9,3,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Virat Kohli,Kagiso Rabada,2,0,105,4,0,M. Chinnaswamy Stadium,2023-04-19,
1,1,9,4,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Suryakumar Yadav,Pat Cummins,1,0,106,4,0,M. Chinnaswamy Stadium,2023-05-21,
1,1,9,5,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Jos Buttler,Kagiso Rabada,0,0,106,4,0,M. Chinnaswamy Stadium,2023-04-21,
1,1,9,6,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Hardik Pandya,Trent Boult,1,0,107,4,0,M. Chinnaswamy Stadium,2023-04-12,
1,1,10,1,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Rishabh Pant,Jasprit Bumrah,1,0,108,4,0,M. Chinnaswamy Stadium,2023-05-14,
1,1,10,2,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Rishabh Pant,Trent Boult,6,0,114,4,0,M. Chinnaswamy Stadium,2023-05-01,
1,1,10,3,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Rishabh Pant,Yuzvendra Chahal,1,0,115,4,0,M. Chinnaswamy Stadium,2023-05-20,
1,1,10,4,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Faf du Plessis,Ravindra Jadeja,1,0,116,4,0,M. Chinnaswamy Stadium,2023-04-04,
1,1,10,5,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Ruturaj Gaikwad,Yuzvendra Chahal,1,1,118,4,0,M. Chinnaswamy Stadium,2023-05-12,
1,1,10,6,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Ruturaj Gaikwad,Ravindra Jadeja,1,0,119,4,0,M. Chinnaswamy Stadium,2023-05-03,
1,1,11,1,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Rohit Sharma,Rashid Khan,4,0,123,4,0,M. Chinnaswamy Stadium,2023-05-03,
1,1,11,2,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Shubman Gill,Mohammed Shami,1,0,124,4,0,M. Chinnaswamy Stadium,2023-04-09,
1,1,11,3,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,Faf du Plessis,Yuzvendra Chahal,1,0,125,4,0,M. Chinnaswamy Stadium,2023-04-21,
1,1,11,4,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,KL Rahul,Jasprit Bumrah,6,0,131,4,0,M. Chinnaswamy Stadium,2023-04-16,
1,1,11,5,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Rishabh Pant,Shardul Thakur,0,0,131,4,0,M. Chinnaswamy Stadium,2023-04-23,
1,1,11,6,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Virat Kohli,Yuzvendra Chahal,3,0,134,4,0,M. Chinnaswamy Stadium,2023-05-25,
1,1,12,1,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Jos Buttler,Rashid Khan,1,0,135,4,0,M. Chinnaswamy Stadium,2023-05-09,
1,1,12,2,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Shubman Gill,Ravindra Jadeja,1,1,137,4,0,M. Chinnaswamy Stadium,2023-04-03,
1,1,12,3,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Suryakumar Yadav,Pat Cummins,1,0,138,4,0,M. Chinnaswamy Stadium,2023-04-13,
1,1,12,4,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Rishabh Pant,Rashid Khan,5,2,145,4,0,M. Chinnaswamy Stadium,2023-04-11,
1,1,12,5,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Devon Conway,Jasprit Bumrah,2,0,147,4,0,M. Chinnaswamy Stadium,2023-04-06,
1,1,12,6,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Ruturaj Gaikwad,Arshdeep Singh,0,0,147,4,0,M. Chinnaswamy Stadium,2023-05-05,
1,1,13,1,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Hardik Pandya,Yuzvendra Chahal,1,0,148,4,0,M. Chinnaswamy Stadium,2023-04-07,
1,1,13,2,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Devon Conway,Kuldeep Yadav,6,0,154,4,0,M. Chinnaswamy Stadium,2023-04-27,
1,1,13,3,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Devon Conway,Arshdeep Singh,0,0,154,4,0,M. Chinnaswamy Stadium,2023-05-08,
1,1,13,4,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Jos Buttler,Shardul Thakur,0,0,154,4,0,M. Chinnaswamy Stadium,2023-04-25,
1,1,13,5,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Rishabh Pant,Kuldeep Yadav,4,1,159,4,0,M. Chinnaswamy Stadium,2023-04-11,
1,1,13,6,Rajasthan Royals,Kolkata Knight Riders,Jos Buttler,Rohit Sharma,Pat Cummins,4,0,163,4,0,M. Chinnaswamy Stadium,2023-04-14,
1,1,14,1,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Suryakumar Yadav,Pat Cummins,0,0,163,4,0,M. Chinnaswamy Stadium,2023-04-12,
1,1,14,2,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Devon Conway,Ravindra Jadeja,6,0,169,4,0,M. Chinnaswamy Stadium,2023-05-26,
1,1,14,3,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Devon Conway,Shardul Thakur,0,0,169,4,0,M. Chinnaswamy Stadium,2023-04-09,
1,1,14,4,Rajasthan Royals,Kolkata Knight Riders,Jos Buttler,Virat Kohli,Ravindra Jadeja,0,0,169,4,0,M. Chinnaswamy Stadium,2023-05-13,
1,1,14,5,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Rohit Sharma,Rashid Khan,2,1,172,4,0,M. Chinnaswamy Stadium,2023-05-05,
1,1,14,6,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Ruturaj Gaikwad,Ravindra Jadeja,1,1,174,4,0,M. Chinnaswamy Stadium,2023-04-24,
1,1,15,1,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Ruturaj Gaikwad,Ravindra Jadeja,1,2,177,4,0,M. Chinnaswamy Stadium,2023-05-25,
1,1,15,2,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Jos Buttler,Rashid Khan,6,0,183,4,0,M. Chinnaswamy Stadium,2023-04-01,
1,1,15,3,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Rishabh Pant,Kuldeep Yadav,0,0,183,4,0,M. Chinnaswamy Stadium,2023-04-21,
1,1,15,4,Rajasthan Royals,Kolkata Knight Riders,KL Rahul,Virat Kohli,Ravindra Jadeja,1,0,184,4,0,M. Chinnaswamy Stadium,2023-05-09,
1,1,15,5,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Virat Kohli,Kagiso Rabada,0,0,184,4,0,M. Chinnaswamy Stadium,2023-05-02,
1,1,15,6,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Hardik Pandya,Kuldeep Yadav,1,0,185,4,0,M. Chinnaswamy Stadium,2023-04-27,
1,1,16,1,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,Jos Buttler,Jasprit Bumrah,1,1,187,4,0,M. Chinnaswamy Stadium,2023-05-15,
1,1,16,2,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,KL Rahul,Trent Boult,1,0,188,4,0,M. Chinnaswamy Stadium,2023-05-02,
1,1,16,3,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,KL Rahul,Mohammed Shami,1,0,189,4,0,M. Chinnaswamy Stadium,2023-05-25,
1,1,16,4,Rajasthan Royals,Kolkata Knight Riders,Suryakumar Yadav,Shubman Gill,Rashid Khan,1,0,190,4,0,M. Chinnaswamy Stadium,2023-04-05,
1,1,16,5,Rajasthan Royals,Kolkata Knight Riders,Virat Kohli,Devon Conway,Yuzvendra Chahal,3,0,193,4,0,M. Chinnaswamy Stadium,2023-05-05,
1,1,16,6,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,Ruturaj Gaikwad,Mohammed Siraj,6,0,199,4,0,M. Chinnaswamy Stadium,2023-04-15,
1,1,17,1,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Faf du Plessis,Yuzvendra Chahal,0,0,199,4,0,M. Chinnaswamy Stadium,2023-05-04,
1,1,17,2,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Shubman Gill,Rashid Khan,1,0,200,4,0,M. Chinnaswamy Stadium,2023-04-21,
1,1,17,3,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Hardik Pandya,Jasprit Bumrah,0,0,200,4,0,M. Chinnaswamy Stadium,2023-04-09,
1,1,17,4,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Ruturaj Gaikwad,Pat Cummins,1,0,201,4,0,M. Chinnaswamy Stadium,2023-05-25,
1,1,17,5,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,Virat Kohli,Arshdeep Singh,1,0,202,4,0,M. Chinnaswamy Stadium,2023-05-01,
1,1,17,6,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Hardik Pandya,Arshdeep Singh,0,2,204,4,0,M. Chinnaswamy Stadium,2023-05-23,
1,1,18,1,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,Faf du Plessis,Rashid Khan,1,0,205,4,0,M. Chinnaswamy Stadium,2023-04-03,
1,1,18,2,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Shubman Gill,Kuldeep Yadav,4,0,209,4,0,M. Chinnaswamy Stadium,2023-04-19,
1,1,18,3,Rajasthan Royals,Kolkata Knight Riders,Shubman Gill,Suryakumar Yadav,Pat Cummins,0,0,209,4,0,M. Chinnaswamy Stadium,2023-04-07,
1,1,18,4,Rajasthan Royals,Kolkata Knight Riders,Shikhar Dhawan,Jos Buttler,Yuzvendra Chahal,0,0,209,4,0,M. Chinnaswamy Stadium,2023-05-03,
1,1,18,5,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Rohit Sharma,Kagiso Rabada,1,0,210,4,0,M. Chinnaswamy Stadium,2023-05-17,
1,1,18,6,Rajasthan Royals,Kolkata Knight Riders,Shikhar Dhawan,Shubman Gill,Mohammed Shami,1,0,211,4,0,M. Chinnaswamy Stadium,2023-04-24,
1,1,19,1,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Hardik Pandya,Ravindra Jadeja,1,1,213,4,0,M. Chinnaswamy Stadium,2023-05-06,
1,1,19,2,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Suryakumar Yadav,Pat Cummins,0,0,213,4,0,M. Chinnaswamy Stadium,2023-04-03,
1,1,19,3,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Rohit Sharma,Yuzvendra Chahal,1,2,216,4,0,M. Chinnaswamy Stadium,2023-05-11,
1,1,19,4,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Hardik Pandya,Rashid Khan,4,0,220,4,0,M. Chinnaswamy Stadium,2023-05-25,
1,1,19,5,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Rishabh Pant,Kuldeep Yadav,2,0,222,4,0,M. Chinnaswamy Stadium,2023-05-22,
1,1,19,6,Rajasthan Royals,Kolkata Knight Riders,Devon Conway,Virat Kohli,Arshdeep Singh,2,0,224,4,0,M. Chinnaswamy Stadium,2023-05-06,
1,1,20,1,Rajasthan Royals,Kolkata Knight Riders,Ruturaj Gaikwad,KL Rahul,Jasprit Bumrah,1,0,225,4,0,M. Chinnaswamy Stadium,2023-05-18,
1,1,20,2,Rajasthan Royals,Kolkata Knight Riders,Rohit Sharma,Faf du Plessis,Mohammed Shami,1,0,226,4,0,M. Chinnaswamy Stadium,2023-05-01,
1,1,20,3,Rajasthan Royals,Kolkata Knight Riders,Faf du Plessis,Hardik Pandya,Trent Boult,0,0,226,5,1,M. Chinnaswamy Stadium,2023-04-17,
1,1,20,4,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Faf du Plessis,Mohammed Siraj,4,0,230,5,0,M. Chinnaswamy Stadium,2023-04-02,
1,1,20,5,Rajasthan Royals,Kolkata Knight Riders,Hardik Pandya,Devon Conway,Kagiso Rabada,0,0,230,5,0,M. Chinnaswamy Stadium,2023-04-09,
1,1,20,6,Rajasthan Royals,Kolkata Knight Riders,Rishabh Pant,Rishabh Pant,Rashid Khan,3,0,233,5,0,M. Chinnaswamy Stadium,2023-04-14,
1,2,1,1,Kolkata Knight Riders,Rajasthan Royals,Jos Buttler,Rohit Sharma,Kagiso Rabada,1,0,1,0,0,M. Chinnaswamy Stadium,2023-05-07,234.0
1,2,1,2,Kolkata Knight Riders,Rajasthan Royals,Virat Kohli,Suryakumar Yadav,Jasprit Bumrah,2,0,3,0,0,M. Chinnaswamy Stadium,2023-04-17,234.0
1,2,1,3,Kolkata Knight Riders,Rajasthan Royals,Faf du Plessis,Faf du Plessis,Rashid Khan,4,0,7,0,0,M. Chinnaswamy Stadium,2023-04-19,234.0
1,2,1,4,Kolkata Knight Riders,Rajasthan Royals,Shubman Gill,Shikhar Dhawan,Jasprit Bumrah,1,0,8,0,0,M. Chinnaswamy Stadium,2023-05-07,234.0
1,2,1,5,Kolkata Knight Riders,Rajasthan Royals,Rishabh Pant,Ruturaj Gaikwad,Trent Boult,1,0,9,0,0,M. Chinnaswamy Stadium,2023-04-04,234.0
1,2,1,6,Kolkata Knight Riders,Rajasthan Royals,Virat Kohli,Hardik Pandya,Kuldeep Yadav,1,0,10,0,0,M. Chinnaswamy Stadium,2023-04-15,234.0
1,2,2,1,Kolkata Knight Riders,Rajasthan Royals,Faf du Plessis,Rishabh Pant,Yuzvendra Chahal,4,0,14,0,0,M. Chinnaswamy Stadium,2023-05-13,234.0
1,2,2,2,Kolkata Knight Riders,Rajasthan Royals,Shikhar Dhawan,Shubman Gill,Mohammed Siraj,2,0,16,0,0,M. Chinnaswamy Stadium,2023-04-05,234.0
1,2,2,3,Kolkata Knight Riders,Rajasthan Royals,Hardik Pandya,Faf du Plessis,Trent Boult,4,0,20,0,0,M. Chinnaswamy Stadium,2023-04-26,234.0
1,2,2,4,Kolkata Knight Riders,Rajasthan Royals,Rohit Sharma,Jos Buttler,Jasprit Bumrah,5,0,25,0,0,M. Chinnaswamy Stadium,2023-04-08,234.0
1,2,2,5,Kolkata Knight Riders,Rajasthan Royals,Shikhar Dhawan,Rishabh Pant,Kagiso Rabada,4,0,29,0,0,M. Chinnaswamy Stadium,2023-04-08,234.0
1,2,2,6,Kolkata Knight Riders,Rajasthan Royals,Jos Buttler,Hardik Pandya,Rashid Khan,2,0,31,0,0,M. Chinnaswamy Stadium,2023-04-14,234.0
1,2,3,1,Kolkata Knight Riders,Rajasthan Royals,Rishabh Pant,Rishabh Pant,Arshdeep Singh,5,0,36,0,0,M. Chinnaswamy Stadium,2023-05-04,234.0
1,2,3,2,Kolkata Knight Riders,Rajasthan Royals,Suryakumar Yadav,KL Rahul,Kagiso Rabada,0,0,36,0,0,M. Chinnaswamy Stadium,2023-04-21,234.0
1,2,3,3,Kolkata Knight Riders,Rajasthan Royals,Jos Buttler,Rishabh Pant,Arshdeep Singh,1,0,37,0,0,M. Chinnaswamy Stadium,2023-04-03,234.0
1,2,3,4,Kolkata Knight Riders,Rajasthan Royals,Rohit Sharma,Suryakumar Yadav,Mohammed Shami,1,1,39,0,0,M. Chinnaswamy Stadium,2023-04-02,234.0
1,2,3,5,Kolkata Knight Riders,Rajasthan Royals,Ruturaj Gaikwad,KL Rahul,Kuldeep Yadav,4,0,43,0,0,M. Chinnaswamy Stadium,2023-05-25,234.0
1,2,3,6,Kolkata Knight Riders,Rajasthan Royals,Virat Kohli,Ruturaj Gaikwad,Kuldeep Yadav,1,1,45,0,0,M. Chinnaswamy Stadium,2023-05-18,234.0
1,2,4,1,Kolkata Knight Riders,Rajasthan Royals,Virat Kohli,Shikhar Dhawan,Kuldeep Yadav,2,1,48,0,0,M. Chinnaswamy Stadium,2023-05-08,234.0
1,2,4,2,Kolkata Knight Riders,Rajasthan Royals,Suryakumar Yadav,KL Rahul,Mohammed Siraj,1,0,49,0,0,M. Chinnaswamy Stadium,2023-05-19,234.0
1,2,4,3,Kolkata Knight Riders,Rajasthan Royals,Faf du Plessis,KL Rahul,Mohammed Shami,1,0,50,0,0,M. Chinnaswamy Stadium,2023-04-14,234.0
1,2,4,4,Kolkata Knight Riders,Rajasthan Royals,Virat Kohli,Rohit Sharma,Kuldeep Yadav,2,0,52,0,0,M. Chinnaswamy Stadium,2023-04-04,234.0
1,2,4,5,Kolkata Knight Riders,Rajasthan Royals,Shubman Gill,Shubman Gill,Rashid Khan,0,1,53,0,0,M. Chinnaswamy Stadium,2023-05-02,234.0
1,2,4,6,Kolkata Knight Riders,Rajasthan Royals,Rohit Sharma,Suryakumar Yadav,Kagiso Rabada,0,0,53,1,1,M. Chinnaswamy Stadium,2023-04-25,234.0
1,2,5,1,Kolkata Knight Riders,Rajasthan Royals,Faf du Plessis,Hardik Pandya,Pat Cummins,0,0,53,1,0,M. Chinnaswamy Stadium,2023-04-05,234.0
1,2,5,2,Kolkata Knight Riders,Rajasthan Royals,Rohit Sharma,KL Rahul,Kagiso Rabada,0,0,53,1,0,M. Chinnaswamy Stadium,2023-05-24,234.0
1,2,5,3,Kolkata Knight Riders,Rajasthan Royals,Hardik Pandya,Rishabh Pant,Trent Boult,4,1,58,1,0,M. Chinnaswamy Stadium,2023-05-18,234.0
1,2,5,4,Kolkata Knight Riders,Rajasthan Royals,KL Rahul,KL Rahul,Yuzvendra Chahal,0,0,58,1,0,M. Chinnaswamy Stadium,2023-04-18,234.0
1,2,5,5,Kolkata Knight Riders,Rajasthan Royals,Shubman Gill,Rohit Sharma,Rashid Khan,4,0,62,1,0,M. Chinnaswamy Stadium,2023-04-23,234.0
1,2,5,6,Kolkata Knight Riders,Rajasthan Royals,Jos Buttler,Rohit Sharma,Ravindra Jadeja,0,0,62,1,0,M. Chinnaswamy Stadium,2023-05-03,234.0
1,2,6,1,Kolkata Knight Riders,Rajasthan Royals,Shubman Gill,Faf du Plessis,Mohammed Siraj,5,0,67,1,0,M. Chinnaswamy Stadium,2023-05-23,234.0
1,2,6,2,Kolkata Knight Riders,Rajasthan Royals,Jos Buttler,Faf du Plessis,Mohammed Shami,3,0,70,1,0,M. Chinnaswamy Stadium,2023-04-25,234.0
